title,price,link
"HP 15s Core i5 12th Gen (8GB RAM/512GB SSD/FHD/15.6"" (39.6 cm)/Windows 11/MS Office/Backlit Keyboard/Silver/1.69 kg) fq5329TU Laptop",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTozOTkyOTg4MDk2ODE5MDg4OjE3MzI3ODc4OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIxNDQzODY1MDczMjo6MDo6&url=%2FHP-Graphics-Backlit-fq5202TU-fq5329TU%2Fdp%2FB0CJM5Z6FY%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2JJ698DWM4DJA%26cv_ct_cx%3DLaptop%26dib%3DeyJ2IjoiMSJ9.cQ1a4rhtqCyjBgvO0oPAyeSIUkYPVKjZJxbbYl1G0AS19iouK6sPePTeN14z9q97.Iyy3qx_O10saoAIAVeI4_1k4_tjpcbqHONmgByDnYJk%26dib_tag%3Dse%26keywords%3DLaptop%26pd_rd_i%3DB0CJM5Z6FY%26pd_rd_r%3Ddfb51c81-2dcb-4dff-9ec0-c6a5d5b66f78%26pd_rd_w%3D51BuE%26pd_rd_wg%3DCV6uX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DSPBY2AK3EX33CPWB50E1%26qid%3D1732787895%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D1-1-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Integrated AMD Graphics/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTozOTkyOTg4MDk2ODE5MDg4OjE3MzI3ODc4OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDU4NDkzMzQzMjo6MTo6&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2JJ698DWM4DJA%26cv_ct_cx%3DLaptop%26dib%3DeyJ2IjoiMSJ9.cQ1a4rhtqCyjBgvO0oPAyeSIUkYPVKjZJxbbYl1G0AS19iouK6sPePTeN14z9q97.Iyy3qx_O10saoAIAVeI4_1k4_tjpcbqHONmgByDnYJk%26dib_tag%3Dse%26keywords%3DLaptop%26pd_rd_i%3DB09MM58Y7Q%26pd_rd_r%3Ddfb51c81-2dcb-4dff-9ec0-c6a5d5b66f78%26pd_rd_w%3D51BuE%26pd_rd_wg%3DCV6uX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DSPBY2AK3EX33CPWB50E1%26qid%3D1732787895%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTozOTkyOTg4MDk2ODE5MDg4OjE3MzI3ODc4OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTEyNTAyNTIwMzk4OjozOjo&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2JJ698DWM4DJA%26cv_ct_cx%3DLaptop%26dib%3DeyJ2IjoiMSJ9.cQ1a4rhtqCyjBgvO0oPAyeSIUkYPVKjZJxbbYl1G0AS19iouK6sPePTeN14z9q97.Iyy3qx_O10saoAIAVeI4_1k4_tjpcbqHONmgByDnYJk%26dib_tag%3Dse%26keywords%3DLaptop%26pd_rd_i%3DB0B4JPC8GT%26pd_rd_r%3Ddfb51c81-2dcb-4dff-9ec0-c6a5d5b66f78%26pd_rd_w%3D51BuE%26pd_rd_wg%3DCV6uX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DSPBY2AK3EX33CPWB50E1%26qid%3D1732787895%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Integrated AMD Graphics/Windows 11/Office 2021/HD Camera/1 Year ADP Free/Grey/1.6Kg), 82R400BRIN",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTozNjczMjExNzgxNjY1NTYzOjE3MzI3ODc4ODI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDEyMDU4NDkzMzQzMjo6MTo6&url=%2FLenovo-IdeaPad-39-62cm-Windows-82R400BGIN%2Fdp%2FB09MM58Y7Q%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2JJ698DWM4DJA%26cv_ct_cx%3DLaptop%26dib%3DeyJ2IjoiMSJ9.cQ1a4rhtqCyjBgvO0oPAyeSIUkYPVKjZJxbbYl1G0AS19iouK6sPePTeN14z9q97.Iyy3qx_O10saoAIAVeI4_1k4_tjpcbqHONmgByDnYJk%26dib_tag%3Dse%26keywords%3DLaptop%26pd_rd_i%3DB09MM58Y7Q%26pd_rd_r%3Dc3d2ae34-0ca7-48eb-9bd1-31a8235eb3d1%26pd_rd_w%3D9dovn%26pd_rd_wg%3Dg2Qo0%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHW99GA19Z4SKA39G5H1R%26qid%3D1732787882%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D1-2-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"ASUS Vivobook 15, Intel Core i5-12500H 12th Gen,Thin and Light Laptop,15.6"" (39.62 cm) FHD, (8GB RAM/512GB/Windows11/Office 2021/Blue/1.7 kg), X1502ZA-EJ523WS",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTozOTkyOTg4MDk2ODE5MDg4OjE3MzI3ODc4OTU6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDM0MjQ3Nzc4ODUzMjo6NDo6&url=%2FASUS-Vivobook-i5-12500H-Laptop-X1502ZA-EJ523WS%2Fdp%2FB0C5N3G2MD%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2JJ698DWM4DJA%26cv_ct_cx%3DLaptop%26dib%3DeyJ2IjoiMSJ9.cQ1a4rhtqCyjBgvO0oPAyeSIUkYPVKjZJxbbYl1G0AS19iouK6sPePTeN14z9q97.Iyy3qx_O10saoAIAVeI4_1k4_tjpcbqHONmgByDnYJk%26dib_tag%3Dse%26keywords%3DLaptop%26pd_rd_i%3DB0C5N3G2MD%26pd_rd_r%3Ddfb51c81-2dcb-4dff-9ec0-c6a5d5b66f78%26pd_rd_w%3D51BuE%26pd_rd_wg%3DCV6uX%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DSPBY2AK3EX33CPWB50E1%26qid%3D1732787895%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Acer Chromebook CB315-4H Intel Celeron N4500 (Chrome OS/8 GB RAM/128 GB/WiFi 6) 39.6 cm (15.6"") Full HD, Silver, 1.6 KG, 3 Months Google One AI Premium Plan with Gemini Advanced & 2TB Cloud Storage",N/A,https://amazon.in//Acer-Chromebook-CB315-4H-Celeron-Advanced/dp/B0DH4M1MJ3/ref=sr_1_6?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-6
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG",N/A,https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_7?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-7
"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Webcam/Intel Graphics), Black",N/A,https://amazon.in//Refurbished-Lenovo-ThinkPad-Windows-Graphics/dp/B0CR495DW5/ref=sr_1_8?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-8
"HP Laptop 255 G9 (2024), AMD Athlon Silver 3050U - (8GB/256GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg/MS Office 2021 Pro Plus",N/A,https://amazon.in//HP-Laptop-255-Athlon-Silver/dp/B0DJCTPW2L/ref=sr_1_9?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-9
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG",N/A,https://amazon.in//Acer-Celeron-Processor-LPDDR4X-A324-45/dp/B0D7PSYS6B/ref=sr_1_10?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-10
"Dell 15 Thin & Light Laptop, Intel Core 13th Generation i5-1334U Processor, 16GB DDR4 & 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits, Windows 11 + MSO'21 + 15 Month Mcafee, Carbon Black, 1.66kg",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NjM1NTI0Njc2ODMwNDU2OjE3MzI3ODc4OTU6c3BfbXRmOjMwMDI2NDEzNDY2NjkzMjo6MDo6&url=%2FDell-Generation-i5-1334U-Processor-39-62cm%2Fdp%2FB0D46QQHW6%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2JJ698DWM4DJA%26dib%3DeyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1732787895%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Dell [Smartchoice]15 Thin & Light Laptop, Intel Core i5-1235U Processor, 8GB, 512GB, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Intel UHD Graphics Win 11 + MSO'21 + 15 Month McAfee, Titan Grey,1.69kg",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTo3NjM1NTI0Njc2ODMwNDU2OjE3MzI3ODc4OTU6c3BfbXRmOjIwMTA5MzA5ODk4NTk4OjowOjo&url=%2FDell-i5-1235U-Processor-39-62cm-Graphics%2Fdp%2FB0BQJ7NMVM%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2JJ698DWM4DJA%26dib%3DeyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY%26dib_tag%3Dse%26keywords%3DLaptop%26qid%3D1732787895%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
HP 15s Ryzen 5000 (16GB RAM/512GB SSD/FHD/Windows 11/MS Office 21/Backlit Keyboard/ 15.6” (39.6 cm)/Silver/2.21 KG) eq2305AU/eq2182au Laptop,N/A,https://amazon.in//HP-Windows-Keyboard-eq2305AU-eq2182au/dp/B0B4N77Y34/ref=sr_1_13?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-13
"Acer Aspire Lite AMD Ryzen 5-5625U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG",N/A,https://amazon.in//Acer-5-5625U-Premium-Windows-AL15-41/dp/B0DG2GCTD7/ref=sr_1_14?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-14
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/MSO 21/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN",N/A,https://amazon.in//sspa/click?ie=UTF8&spc=MTozNjczMjExNzgxNjY1NTYzOjE3MzI3ODc4ODI6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTEyNTAyNTIwMzk4OjozOjo&url=%2FLenovo-IdeaPad-39-62cm-Warranty-82RK006DIN%2Fdp%2FB0B4JPC8GT%2Fref%3Dsxin_12_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D2JJ698DWM4DJA%26cv_ct_cx%3DLaptop%26dib%3DeyJ2IjoiMSJ9.cQ1a4rhtqCyjBgvO0oPAyeSIUkYPVKjZJxbbYl1G0AS19iouK6sPePTeN14z9q97.Iyy3qx_O10saoAIAVeI4_1k4_tjpcbqHONmgByDnYJk%26dib_tag%3Dse%26keywords%3DLaptop%26pd_rd_i%3DB0B4JPC8GT%26pd_rd_r%3Dc3d2ae34-0ca7-48eb-9bd1-31a8235eb3d1%26pd_rd_w%3D9dovn%26pd_rd_wg%3Dg2Qo0%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DHW99GA19Z4SKA39G5H1R%26qid%3D1732787882%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C196%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1
"Lenovo V15 G4 (2024), AMD Ryzen 3 7320U Quad Core - (8GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Arctic Grey/1.57 kg/MS Office 2021 Pro Plus",N/A,https://amazon.in//Lenovo-V15-Ryzen-7320U-Quad/dp/B0DHFSN5M7/ref=sr_1_15?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-15
"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU",N/A,https://amazon.in//HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_16?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-16
HP 15s Core i3 12th Gen (8GB RAM/512 GB SSD/FHD/Windows 11/MS Office 21/15.6” (39.6cm)/Silver/1.69kg) fy5006TU Laptop,N/A,https://amazon.in//HP-i3-1215U-15-6-inch-Anti-Glare-15s-fy5006TU/dp/B0CJBL2QWY/ref=sr_1_17?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-17
"Lenovo Latest Launched V15 (2024) 15.6"" FHD Anti-Glare Laptop, Intel Celeron N4500, 8GB DDR4 RAM, 256 NVME SSD, Intel UHD Graphics, Wi-Fi, Bluetooth, Windows 11, Black,1 Year Warranty",N/A,https://amazon.in//Lenovo-V15-G2-Anti-Glare-Bluetooth/dp/B0CVTJSWV1/ref=sr_1_18?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-18
HP 15s Core i5 12th Gen (16GB RAM/512GB SSD/FHD/MS Office 21 /Backlit Keyboard /15.6-inch (39.6 cm)/FHD/Windows 11/Silver/1.69 kg) fy5009TU/fd0111tu Laptop,N/A,https://amazon.in//HP-Keyboard-15-6-inch-fy5009TU-fd0111tu/dp/B0D4M66F6R/ref=sr_1_19?crid=2JJ698DWM4DJA&dib=eyJ2IjoiMSJ9.Iz6876S7V6F-IKK7yCy4IS_78g6oGZAJ3td1KZ4UAMwMpuZcyH6ir1Fyj-Qq5g5P9ivJRnjzC69GFXJudNHZYY3C5rij0oxsQKbZ-Em7rWjkMzTd3sZAZIIZIjkqOCwtWDMhoXBshiSCXCKRHN6o5GdbmmxCZ_eZCGTR_RYm6tkWSX_Q0Z9kwdH5KfHL0Ra8jXJTzydZKKNirHFblJnhJajLNuKOAytS33e7oyGZkfw.GocjF8qqVmZ1ryJRpbSlpdOA6vSeAxYQNrgJA-8d9SY&dib_tag=se&keywords=Laptop&qid=1732787895&sprefix=laptop%2Caps%2C196&sr=8-19
